endstation,count
1 Ave & E 94 St,1
2 Ave  & E 104 St,1
5 Ave & E 103 St,1
Adam Clayton Powell Blvd & W 115 St,1
Adam Clayton Powell Blvd & W 123 St,1
Broadway & 12 St,1
Broadway & W 60 St,1
E 118 St & Park Ave,1
E 68 St & 3 Ave,1
E 81 St & York Ave,1
E 95 St & 3 Ave,1
Lenox Ave & W 130 St,1
Grand Total,12
