startstation,count
2 Ave & E 96 St,1
Amsterdam Ave & W 119 St,1
Broadway & W 36 St,1
Central Park West & W 85 St,1
E 102 St & Park Ave,2
E 76 St & Park Ave,1
E 97 St & Madison Ave,1
Morningside Ave & W 123 St,1
W 36 St & 9 Ave,1
