,tripduration,starttime,stoptime,startid,startname,endid,endname
9785,1020,9/27/2017 8:07,9/27/2017 8:24,487,E 20 St & FDR Drive,3255,8 Ave & W 31 St
9786,499,9/27/2017 8:08,9/27/2017 8:16,358,Christopher St & Greenwich St,3255,8 Ave & W 31 St
9787,837,9/27/2017 8:09,9/27/2017 8:23,3176,W 64 St & West End Ave,3255,8 Ave & W 31 St
9788,343,9/27/2017 8:12,9/27/2017 8:18,435,W 21 St & 6 Ave,3255,8 Ave & W 31 St
9789,500,9/27/2017 8:16,9/27/2017 8:24,476,E 31 St & 3 Ave,3255,8 Ave & W 31 St
9790,591,9/27/2017 8:21,9/27/2017 8:30,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9791,1091,9/27/2017 8:23,9/27/2017 8:42,312,Allen St & Stanton St,3255,8 Ave & W 31 St
9792,617,9/27/2017 8:24,9/27/2017 8:34,2012,E 27 St & 1 Ave,3255,8 Ave & W 31 St
9793,483,9/27/2017 8:30,9/27/2017 8:39,546,E 30 St & Park Ave S,3255,8 Ave & W 31 St
9794,481,9/27/2017 8:31,9/27/2017 8:39,546,E 30 St & Park Ave S,3255,8 Ave & W 31 St
9795,803,9/27/2017 8:38,9/27/2017 8:52,336,Sullivan St & Washington Sq,3255,8 Ave & W 31 St
9796,129,9/27/2017 8:39,9/27/2017 8:42,3259,9 Ave & W 28 St,3255,8 Ave & W 31 St
9797,1005,9/27/2017 8:41,9/27/2017 8:58,3260,Mercer St & Bleecker St,3255,8 Ave & W 31 St
9798,371,9/27/2017 8:42,9/27/2017 8:48,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9799,378,9/27/2017 8:43,9/27/2017 8:49,453,W 22 St & 8 Ave,3255,8 Ave & W 31 St
9800,645,9/27/2017 8:46,9/27/2017 8:57,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9801,462,9/27/2017 8:47,9/27/2017 8:54,168,W 18 St & 6 Ave,3255,8 Ave & W 31 St
9802,709,9/27/2017 8:51,9/27/2017 9:03,2012,E 27 St & 1 Ave,3255,8 Ave & W 31 St
9803,1490,9/27/2017 8:53,9/27/2017 9:18,3147,E 85 St & 3 Ave,3255,8 Ave & W 31 St
9804,1300,9/27/2017 9:04,9/27/2017 9:25,361,Allen St & Hester St,3255,8 Ave & W 31 St
9805,809,9/27/2017 9:07,9/27/2017 9:21,3443,W 52 St & 6 Ave,3255,8 Ave & W 31 St
9806,565,9/27/2017 9:08,9/27/2017 9:18,503,E 20 St & Park Ave,3255,8 Ave & W 31 St
9807,408,9/27/2017 9:09,9/27/2017 9:16,546,E 30 St & Park Ave S,3255,8 Ave & W 31 St
9808,463,9/27/2017 9:12,9/27/2017 9:19,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9809,390,9/27/2017 9:13,9/27/2017 9:19,476,E 31 St & 3 Ave,3255,8 Ave & W 31 St
9810,2810,9/27/2017 9:16,9/27/2017 10:03,3386,1 Pl & Clinton St,3255,8 Ave & W 31 St
9811,1003,9/27/2017 9:18,9/27/2017 9:35,433,E 13 St & Avenue A,3255,8 Ave & W 31 St
9812,905,9/27/2017 9:26,9/27/2017 9:41,432,E 7 St & Avenue A,3255,8 Ave & W 31 St
9813,762,9/27/2017 9:27,9/27/2017 9:39,336,Sullivan St & Washington Sq,3255,8 Ave & W 31 St
9814,639,9/27/2017 9:27,9/27/2017 9:38,2012,E 27 St & 1 Ave,3255,8 Ave & W 31 St
9815,940,9/27/2017 9:28,9/27/2017 9:43,293,Lafayette St & E 8 St,3255,8 Ave & W 31 St
9816,1161,9/27/2017 9:28,9/27/2017 9:48,3427,Lafayette St & Jersey St,3255,8 Ave & W 31 St
9817,531,9/27/2017 9:28,9/27/2017 9:37,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9818,271,9/27/2017 9:31,9/27/2017 9:35,3258,W 27 St & 10 Ave,3255,8 Ave & W 31 St
9819,497,9/27/2017 9:33,9/27/2017 9:42,168,W 18 St & 6 Ave,3255,8 Ave & W 31 St
9820,400,9/27/2017 9:36,9/27/2017 9:43,284,Greenwich Ave & 8 Ave,3255,8 Ave & W 31 St
9821,384,9/27/2017 9:37,9/27/2017 9:44,284,Greenwich Ave & 8 Ave,3255,8 Ave & W 31 St
9822,246,9/27/2017 9:44,9/27/2017 9:48,453,W 22 St & 8 Ave,3255,8 Ave & W 31 St
9823,559,9/27/2017 9:48,9/27/2017 9:57,434,9 Ave & W 18 St,3255,8 Ave & W 31 St
9824,472,9/27/2017 9:55,9/27/2017 10:03,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9825,645,9/27/2017 9:58,9/27/2017 10:09,519,Pershing Square North,3255,8 Ave & W 31 St
9826,1447,9/27/2017 10:03,9/27/2017 10:27,161,LaGuardia Pl & W 3 St,3255,8 Ave & W 31 St
9827,426,9/27/2017 10:07,9/27/2017 10:14,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9828,545,9/27/2017 10:12,9/27/2017 10:21,495,W 47 St & 10 Ave,3255,8 Ave & W 31 St
9829,1865,9/27/2017 10:16,9/27/2017 10:47,3156,E 72 St & York Ave,3255,8 Ave & W 31 St
9830,359,9/27/2017 10:16,9/27/2017 10:22,526,E 33 St & 5 Ave,3255,8 Ave & W 31 St
9831,961,9/27/2017 10:20,9/27/2017 10:36,151,Cleveland Pl & Spring St,3255,8 Ave & W 31 St
9832,824,9/27/2017 10:23,9/27/2017 10:37,517,Pershing Square South,3255,8 Ave & W 31 St
9833,741,9/27/2017 10:28,9/27/2017 10:40,127,Barrow St & Hudson St,3255,8 Ave & W 31 St
9834,307,9/27/2017 10:33,9/27/2017 10:38,466,W 25 St & 6 Ave,3255,8 Ave & W 31 St
9835,709,9/27/2017 10:39,9/27/2017 10:51,253,W 13 St & 5 Ave,3255,8 Ave & W 31 St
9836,915,9/27/2017 10:57,9/27/2017 11:12,457,Broadway & W 58 St,3255,8 Ave & W 31 St
9837,990,9/27/2017 11:15,9/27/2017 11:31,403,E 2 St & 2 Ave,3255,8 Ave & W 31 St
9838,499,9/27/2017 11:15,9/27/2017 11:24,3224,W 13 St & Hudson St,3255,8 Ave & W 31 St
9839,343,9/27/2017 11:18,9/27/2017 11:24,466,W 25 St & 6 Ave,3255,8 Ave & W 31 St
9840,549,9/27/2017 11:19,9/27/2017 11:28,435,W 21 St & 6 Ave,3255,8 Ave & W 31 St
9841,1350,9/27/2017 11:22,9/27/2017 11:45,339,Avenue D & E 12 St,3255,8 Ave & W 31 St
9842,609,9/27/2017 11:27,9/27/2017 11:38,484,W 44 St & 5 Ave,3255,8 Ave & W 31 St
9843,643,9/27/2017 11:29,9/27/2017 11:40,127,Barrow St & Hudson St,3255,8 Ave & W 31 St
9844,376,9/27/2017 11:45,9/27/2017 11:52,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9845,352,9/27/2017 11:46,9/27/2017 11:52,479,9 Ave & W 45 St,3255,8 Ave & W 31 St
9846,692,9/27/2017 11:47,9/27/2017 11:58,383,Greenwich Ave & Charles St,3255,8 Ave & W 31 St
9847,481,9/27/2017 11:48,9/27/2017 11:56,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9848,1579,9/27/2017 11:49,9/27/2017 12:15,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9849,1014,9/27/2017 11:49,9/27/2017 12:06,3136,5 Ave & E 63 St,3255,8 Ave & W 31 St
9850,1630,9/27/2017 11:51,9/27/2017 12:18,426,West St & Chambers St,3255,8 Ave & W 31 St
9851,3073,9/27/2017 12:14,9/27/2017 13:06,490,8 Ave & W 33 St,3255,8 Ave & W 31 St
9852,1483,9/27/2017 12:15,9/27/2017 12:40,514,12 Ave & W 40 St,3255,8 Ave & W 31 St
9853,621,9/27/2017 12:18,9/27/2017 12:28,345,W 13 St & 6 Ave,3255,8 Ave & W 31 St
9854,639,9/27/2017 12:22,9/27/2017 12:33,346,Bank St & Hudson St,3255,8 Ave & W 31 St
9855,1107,9/27/2017 12:22,9/27/2017 12:40,513,W 56 St & 10 Ave,3255,8 Ave & W 31 St
9856,477,9/27/2017 12:28,9/27/2017 12:36,3463,E 16 St & Irving Pl,3255,8 Ave & W 31 St
9857,324,9/27/2017 12:39,9/27/2017 12:45,509,9 Ave & W 22 St,3255,8 Ave & W 31 St
9858,295,9/27/2017 12:39,9/27/2017 12:44,458,11 Ave & W 27 St,3255,8 Ave & W 31 St
9859,385,9/27/2017 12:40,9/27/2017 12:46,458,11 Ave & W 27 St,3255,8 Ave & W 31 St
9860,436,9/27/2017 12:44,9/27/2017 12:51,212,W 16 St & The High Line,3255,8 Ave & W 31 St
9861,797,9/27/2017 12:50,9/27/2017 13:04,3233,E 48 St & 5 Ave,3255,8 Ave & W 31 St
9862,632,9/27/2017 12:56,9/27/2017 13:07,3443,W 52 St & 6 Ave,3255,8 Ave & W 31 St
9863,922,9/27/2017 13:00,9/27/2017 13:15,2003,1 Ave & E 18 St,3255,8 Ave & W 31 St
9864,1408,9/27/2017 13:04,9/27/2017 13:27,462,W 22 St & 10 Ave,3255,8 Ave & W 31 St
9865,1879,9/27/2017 13:04,9/27/2017 13:35,387,Centre St & Chambers St,3255,8 Ave & W 31 St
9866,1311,9/27/2017 13:05,9/27/2017 13:27,355,Bayard St & Baxter St,3255,8 Ave & W 31 St
9867,1465,9/27/2017 13:08,9/27/2017 13:33,146,Hudson St & Reade St,3255,8 Ave & W 31 St
9868,1491,9/27/2017 13:13,9/27/2017 13:38,3436,Greenwich St & Hubert St,3255,8 Ave & W 31 St
9869,266,9/27/2017 13:13,9/27/2017 13:18,453,W 22 St & 8 Ave,3255,8 Ave & W 31 St
9870,317,9/27/2017 13:15,9/27/2017 13:21,334,W 20 St & 7 Ave,3255,8 Ave & W 31 St
9871,494,9/27/2017 13:18,9/27/2017 13:26,540,Lexington Ave & E 29 St,3255,8 Ave & W 31 St
9872,454,9/27/2017 13:19,9/27/2017 13:27,497,E 17 St & Broadway,3255,8 Ave & W 31 St
9873,1163,9/27/2017 13:21,9/27/2017 13:40,426,West St & Chambers St,3255,8 Ave & W 31 St
9874,437,9/27/2017 13:24,9/27/2017 13:31,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9875,1355,9/27/2017 13:29,9/27/2017 13:51,355,Bayard St & Baxter St,3255,8 Ave & W 31 St
9876,529,9/27/2017 13:31,9/27/2017 13:40,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9877,316,9/27/2017 13:45,9/27/2017 13:50,458,11 Ave & W 27 St,3255,8 Ave & W 31 St
9878,368,9/27/2017 13:51,9/27/2017 13:57,434,9 Ave & W 18 St,3255,8 Ave & W 31 St
9879,186,9/27/2017 13:51,9/27/2017 13:54,442,W 27 St & 7 Ave,3255,8 Ave & W 31 St
9880,832,9/27/2017 13:54,9/27/2017 14:07,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9881,576,9/27/2017 14:06,9/27/2017 14:15,127,Barrow St & Hudson St,3255,8 Ave & W 31 St
9882,824,9/27/2017 14:08,9/27/2017 14:21,520,W 52 St & 5 Ave,3255,8 Ave & W 31 St
9883,331,9/27/2017 14:17,9/27/2017 14:22,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9884,199,9/27/2017 14:17,9/27/2017 14:21,442,W 27 St & 7 Ave,3255,8 Ave & W 31 St
9885,566,9/27/2017 14:21,9/27/2017 14:30,3224,W 13 St & Hudson St,3255,8 Ave & W 31 St
9886,312,9/27/2017 14:22,9/27/2017 14:27,116,W 17 St & 8 Ave,3255,8 Ave & W 31 St
9887,1053,9/27/2017 14:22,9/27/2017 14:40,3436,Greenwich St & Hubert St,3255,8 Ave & W 31 St
9888,1512,9/27/2017 14:24,9/27/2017 14:49,545,E 23 St & 1 Ave,3255,8 Ave & W 31 St
9889,1174,9/27/2017 14:24,9/27/2017 14:44,326,E 11 St & 1 Ave,3255,8 Ave & W 31 St
9890,708,9/27/2017 14:26,9/27/2017 14:38,3443,W 52 St & 6 Ave,3255,8 Ave & W 31 St
9891,2055,9/27/2017 14:30,9/27/2017 15:05,3258,W 27 St & 10 Ave,3255,8 Ave & W 31 St
9892,700,9/27/2017 14:31,9/27/2017 14:43,368,Carmine St & 6 Ave,3255,8 Ave & W 31 St
9893,930,9/27/2017 14:32,9/27/2017 14:47,457,Broadway & W 58 St,3255,8 Ave & W 31 St
9894,214,9/27/2017 14:33,9/27/2017 14:37,442,W 27 St & 7 Ave,3255,8 Ave & W 31 St
9895,994,9/27/2017 14:37,9/27/2017 14:53,3436,Greenwich St & Hubert St,3255,8 Ave & W 31 St
9896,374,9/27/2017 14:42,9/27/2017 14:48,212,W 16 St & The High Line,3255,8 Ave & W 31 St
9897,353,9/27/2017 14:47,9/27/2017 14:53,470,W 20 St & 8 Ave,3255,8 Ave & W 31 St
9898,763,9/27/2017 14:50,9/27/2017 15:03,3244,University Pl & E 8 St,3255,8 Ave & W 31 St
9899,353,9/27/2017 14:51,9/27/2017 14:57,168,W 18 St & 6 Ave,3255,8 Ave & W 31 St
9900,1176,9/27/2017 14:53,9/27/2017 15:12,495,W 47 St & 10 Ave,3255,8 Ave & W 31 St
9901,552,9/27/2017 15:02,9/27/2017 15:11,496,E 16 St & 5 Ave,3255,8 Ave & W 31 St
9902,297,9/27/2017 15:02,9/27/2017 15:07,525,W 34 St & 11 Ave,3255,8 Ave & W 31 St
9903,1933,9/27/2017 15:08,9/27/2017 15:40,3383,Cathedral Pkwy & Broadway,3255,8 Ave & W 31 St
9904,597,9/27/2017 15:09,9/27/2017 15:19,444,Broadway & W 24 St,3255,8 Ave & W 31 St
9905,537,9/27/2017 15:13,9/27/2017 15:22,491,E 24 St & Park Ave S,3255,8 Ave & W 31 St
9906,527,9/27/2017 15:13,9/27/2017 15:22,434,9 Ave & W 18 St,3255,8 Ave & W 31 St
9907,2295,9/27/2017 15:17,9/27/2017 15:55,315,South St & Gouverneur Ln,3255,8 Ave & W 31 St
9908,2017,9/27/2017 15:34,9/27/2017 16:08,72,W 52 St & 11 Ave,3255,8 Ave & W 31 St
9909,2628,9/27/2017 15:36,9/27/2017 16:20,3374,Central Park North & Adam Clayton Powell Blvd,3255,8 Ave & W 31 St
9910,356,9/27/2017 15:37,9/27/2017 15:43,462,W 22 St & 10 Ave,3255,8 Ave & W 31 St
9911,781,9/27/2017 15:38,9/27/2017 15:51,368,Carmine St & 6 Ave,3255,8 Ave & W 31 St
9912,376,9/27/2017 15:39,9/27/2017 15:45,458,11 Ave & W 27 St,3255,8 Ave & W 31 St
9913,405,9/27/2017 15:40,9/27/2017 15:47,3236,W 42 St & Dyer Ave,3255,8 Ave & W 31 St
9914,539,9/27/2017 15:41,9/27/2017 15:50,435,W 21 St & 6 Ave,3255,8 Ave & W 31 St
9915,1049,9/27/2017 15:45,9/27/2017 16:02,161,LaGuardia Pl & W 3 St,3255,8 Ave & W 31 St
9916,771,9/27/2017 15:47,9/27/2017 16:00,3136,5 Ave & E 63 St,3255,8 Ave & W 31 St
9917,329,9/27/2017 15:49,9/27/2017 15:55,116,W 17 St & 8 Ave,3255,8 Ave & W 31 St
9918,431,9/27/2017 15:52,9/27/2017 16:00,212,W 16 St & The High Line,3255,8 Ave & W 31 St
9919,830,9/27/2017 15:55,9/27/2017 16:08,2021,W 45 St & 8 Ave,3255,8 Ave & W 31 St
9920,831,9/27/2017 15:55,9/27/2017 16:09,377,6 Ave & Canal St,3255,8 Ave & W 31 St
9921,767,9/27/2017 15:55,9/27/2017 16:08,500,Broadway & W 51 St,3255,8 Ave & W 31 St
9922,456,9/27/2017 15:57,9/27/2017 16:04,284,Greenwich Ave & 8 Ave,3255,8 Ave & W 31 St
9923,655,9/27/2017 15:57,9/27/2017 16:08,3224,W 13 St & Hudson St,3255,8 Ave & W 31 St
9924,302,9/27/2017 16:01,9/27/2017 16:06,470,W 20 St & 8 Ave,3255,8 Ave & W 31 St
9925,422,9/27/2017 16:01,9/27/2017 16:08,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9926,308,9/27/2017 16:02,9/27/2017 16:07,458,11 Ave & W 27 St,3255,8 Ave & W 31 St
9927,418,9/27/2017 16:02,9/27/2017 16:09,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9928,432,9/27/2017 16:05,9/27/2017 16:12,491,E 24 St & Park Ave S,3255,8 Ave & W 31 St
9929,659,9/27/2017 16:06,9/27/2017 16:17,3443,W 52 St & 6 Ave,3255,8 Ave & W 31 St
9930,575,9/27/2017 16:07,9/27/2017 16:16,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9931,789,9/27/2017 16:07,9/27/2017 16:20,3256,Pier 40 - Hudson River Park,3255,8 Ave & W 31 St
9932,378,9/27/2017 16:07,9/27/2017 16:13,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9933,227,9/27/2017 16:07,9/27/2017 16:11,3258,W 27 St & 10 Ave,3255,8 Ave & W 31 St
9934,1481,9/27/2017 16:08,9/27/2017 16:32,279,Peck Slip & Front St,3255,8 Ave & W 31 St
9935,751,9/27/2017 16:11,9/27/2017 16:23,513,W 56 St & 10 Ave,3255,8 Ave & W 31 St
9936,457,9/27/2017 16:11,9/27/2017 16:19,168,W 18 St & 6 Ave,3255,8 Ave & W 31 St
9937,226,9/27/2017 16:13,9/27/2017 16:16,470,W 20 St & 8 Ave,3255,8 Ave & W 31 St
9938,389,9/27/2017 16:14,9/27/2017 16:20,434,9 Ave & W 18 St,3255,8 Ave & W 31 St
9939,516,9/27/2017 16:15,9/27/2017 16:24,435,W 21 St & 6 Ave,3255,8 Ave & W 31 St
9940,318,9/27/2017 16:15,9/27/2017 16:21,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9941,1407,9/27/2017 16:16,9/27/2017 16:40,309,Murray St & West St,3255,8 Ave & W 31 St
9942,933,9/27/2017 16:16,9/27/2017 16:32,2021,W 45 St & 8 Ave,3255,8 Ave & W 31 St
9943,668,9/27/2017 16:17,9/27/2017 16:28,127,Barrow St & Hudson St,3255,8 Ave & W 31 St
9944,865,9/27/2017 16:18,9/27/2017 16:32,3443,W 52 St & 6 Ave,3255,8 Ave & W 31 St
9945,745,9/27/2017 16:18,9/27/2017 16:31,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9946,926,9/27/2017 16:21,9/27/2017 16:36,456,E 53 St & Madison Ave,3255,8 Ave & W 31 St
9947,1120,9/27/2017 16:21,9/27/2017 16:40,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9948,375,9/27/2017 16:22,9/27/2017 16:28,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9949,881,9/27/2017 16:22,9/27/2017 16:37,3463,E 16 St & Irving Pl,3255,8 Ave & W 31 St
9950,729,9/27/2017 16:22,9/27/2017 16:35,359,E 47 St & Park Ave,3255,8 Ave & W 31 St
9951,579,9/27/2017 16:23,9/27/2017 16:33,358,Christopher St & Greenwich St,3255,8 Ave & W 31 St
9952,277,9/27/2017 16:24,9/27/2017 16:28,3258,W 27 St & 10 Ave,3255,8 Ave & W 31 St
9953,330,9/27/2017 16:26,9/27/2017 16:31,458,11 Ave & W 27 St,3255,8 Ave & W 31 St
9954,527,9/27/2017 16:26,9/27/2017 16:35,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9955,926,9/27/2017 16:27,9/27/2017 16:42,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9956,707,9/27/2017 16:27,9/27/2017 16:38,128,MacDougal St & Prince St,3255,8 Ave & W 31 St
9957,926,9/27/2017 16:27,9/27/2017 16:42,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9958,652,9/27/2017 16:27,9/27/2017 16:37,168,W 18 St & 6 Ave,3255,8 Ave & W 31 St
9959,336,9/27/2017 16:27,9/27/2017 16:33,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
9960,549,9/27/2017 16:28,9/27/2017 16:37,519,Pershing Square North,3255,8 Ave & W 31 St
9961,218,9/27/2017 16:29,9/27/2017 16:33,116,W 17 St & 8 Ave,3255,8 Ave & W 31 St
9962,838,9/27/2017 16:29,9/27/2017 16:43,309,Murray St & West St,3255,8 Ave & W 31 St
9963,266,9/27/2017 16:29,9/27/2017 16:34,470,W 20 St & 8 Ave,3255,8 Ave & W 31 St
9964,761,9/27/2017 16:32,9/27/2017 16:45,229,Great Jones St,3255,8 Ave & W 31 St
9965,831,9/27/2017 16:33,9/27/2017 16:47,530,11 Ave & W 59 St,3255,8 Ave & W 31 St
9966,326,9/27/2017 16:35,9/27/2017 16:40,470,W 20 St & 8 Ave,3255,8 Ave & W 31 St
9967,887,9/27/2017 16:37,9/27/2017 16:52,377,6 Ave & Canal St,3255,8 Ave & W 31 St
9968,1845,9/27/2017 16:38,9/27/2017 17:08,304,Broadway & Battery Pl,3255,8 Ave & W 31 St
9969,1067,9/27/2017 16:38,9/27/2017 16:55,545,E 23 St & 1 Ave,3255,8 Ave & W 31 St
9970,718,9/27/2017 16:38,9/27/2017 16:50,382,University Pl & E 14 St,3255,8 Ave & W 31 St
9971,418,9/27/2017 16:39,9/27/2017 16:46,116,W 17 St & 8 Ave,3255,8 Ave & W 31 St
9972,273,9/27/2017 16:41,9/27/2017 16:46,3258,W 27 St & 10 Ave,3255,8 Ave & W 31 St
9973,314,9/27/2017 16:42,9/27/2017 16:47,3258,W 27 St & 10 Ave,3255,8 Ave & W 31 St
9974,412,9/27/2017 16:46,9/27/2017 16:52,434,9 Ave & W 18 St,3255,8 Ave & W 31 St
9975,1335,9/27/2017 16:47,9/27/2017 17:09,377,6 Ave & Canal St,3255,8 Ave & W 31 St
9976,912,9/27/2017 16:48,9/27/2017 17:03,305,E 58 St & 3 Ave,3255,8 Ave & W 31 St
9977,1302,9/27/2017 16:48,9/27/2017 17:10,500,Broadway & W 51 St,3255,8 Ave & W 31 St
9978,564,9/27/2017 16:48,9/27/2017 16:58,450,W 49 St & 8 Ave,3255,8 Ave & W 31 St
9979,692,9/27/2017 16:48,9/27/2017 17:00,347,Greenwich St & W Houston St,3255,8 Ave & W 31 St
9980,762,9/27/2017 16:48,9/27/2017 17:01,3158,W 63 St & Broadway,3255,8 Ave & W 31 St
9981,1169,9/27/2017 16:49,9/27/2017 17:09,259,South St & Whitehall St,3255,8 Ave & W 31 St
9982,454,9/27/2017 16:49,9/27/2017 16:57,459,W 20 St & 11 Ave,3255,8 Ave & W 31 St
9983,1355,9/27/2017 16:50,9/27/2017 17:13,3474,6 Ave & Spring St,3255,8 Ave & W 31 St
9984,587,9/27/2017 16:50,9/27/2017 17:00,3233,E 48 St & 5 Ave,3255,8 Ave & W 31 St
9985,731,9/27/2017 16:51,9/27/2017 17:03,3443,W 52 St & 6 Ave,3255,8 Ave & W 31 St
9986,417,9/27/2017 16:51,9/27/2017 16:58,3428,8 Ave & W 16 St,3255,8 Ave & W 31 St
